KeepAliveTag_SourceTimestamp,KeepAliveTag_Value,Robot1_Value_Compliant4,Robot1_Value_NonCompliant4,Robot1_Value_Joint5RevTotal,Robot1_Value_NonCompliant3,Robot1_Value_Joint3MaintHrs,Robot1_Value_NonCompliant1,Robot1_Value_Joint4Posn,Robot1_Value_Joint4RevTotal,Robot1_Value_Joint4MaintHrs,Robot1_Value_Joint5Posn,Robot1_Value_RobotState,Robot1_Value_LED_R,Robot1_Value_Joint1Posn,Robot1_Value_Joint3RevTotal,Robot1_Value_Gripper,Robot1_Value_Joint1MaintHrs,Robot1_Value_Joint2MaintHrs,Robot1_Value_Joint3Posn,Robot1_Value_Joint6MaintHrs,Robot1_Value_DistanceTravelled,Robot1_Value_LED_G,Robot1_Value_Compliant2,Robot1_Value_LED_B,Robot1_Value_Speed,Robot1_Value_Joint1RevTotal,Robot1_Value_Joint2Posn,Robot1_Value_Joint2RevTotal,Robot1_Value_Compliant1,Robot1_Value_Compliant3,Robot1_Value_NonCompliant2,Robot1_Value_Joint6Posn,Robot1_Value_BitRegister,Robot1_Value_Joint5MainHrs,Robot1_Value_Watchdog,Robot1_Value_Joint6RevTotal,Robot1_SourceTimestamp,source-aio-instance,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,PPM_line_1,PPM_line_2,PPM_line_3,PPM_line_4
33:31.2,"368,052",FALSE,FALSE,36.165874,FALSE,0,FALSE,-33.780464,,0,-90.01783,5,85,-214.85338,31.153078,TRUE,0,0,99.10472,0,"56,132,826",85,FALSE,85,0,,-36.72046,36.165874,FALSE,FALSE,FALSE,-77.7979,"57,539",0,"368,052",,33:31.7,,,,,5,5,5,5
33:32.2,"368,053",FALSE,FALSE,36.16963,FALSE,0,FALSE,-33.695927,,0,-86.99821,5,85,-214.99956,31.165545,TRUE,0,0,94.61831,0,"56,132,828",85,TRUE,85,0,,-35.367622,36.16963,FALSE,FALSE,FALSE,-75.30958,"57,539",0,"368,053",,33:32.7,,,,,5,5,5,5
33:33.2,"368,054",FALSE,FALSE,36.173515,FALSE,0,FALSE,-33.721447,,0,-83.977844,5,85,-215.16074,31.17768,TRUE,0,0,89.969604,0,"56,132,829",85,FALSE,85,0,,-33.874256,36.173515,FALSE,FALSE,FALSE,-72.81948,"57,539",0,"368,054",,33:33.7,,,,,5,5,5,5
33:34.2,"368,055",TRUE,FALSE,36.174854,FALSE,0,FALSE,-33.74071,,0,-83.24185,5,85,-215.19943,31.181673,TRUE,0,0,88.81369,0,"56,132,829",85,FALSE,85,0,,-33.486572,36.174854,FALSE,FALSE,FALSE,-72.20369,"57,539",0,"368,055",,33:34.7,,,,,5,5,5,5
33:35.2,"368,056",FALSE,FALSE,36.174873,FALSE,0,FALSE,-33.740864,,0,-83.229416,5,85,-215.20229,31.18173,FALSE,0,0,88.793686,0,"56,132,829",85,FALSE,85,0,,-33.47977,36.174873,FALSE,FALSE,FALSE,-72.18933,"57,547",0,"368,056",,33:35.6,,,,,5,5,5,5
33:36.2,"368,057",FALSE,FALSE,36.174885,FALSE,0,FALSE,-33.738773,,0,-83.29588,5,85,-215.20209,31.181822,FALSE,0,0,88.886604,0,"56,132,829",85,FALSE,85,0,,-33.495815,36.174885,FALSE,FALSE,FALSE,-72.24129,"57,547",0,"368,057",,33:36.6,,,,,5,5,5,5
33:37.2,"368,058",FALSE,FALSE,36.176517,FALSE,0,FALSE,-33.70137,,0,-84.36775,5,85,-215.15294,31.186651,FALSE,0,0,90.56573,0,"56,132,829",85,FALSE,85,0,,-34.070297,36.176517,FALSE,FALSE,FALSE,-73.121155,"57,547",0,"368,058",,33:37.6,,,,,5,5,5,5
33:38.2,"368,059",FALSE,FALSE,36.180584,FALSE,0,FALSE,-33.695923,,0,-87.71274,5,85,-214.99126,31.199364,FALSE,0,0,95.6651,0,"56,132,831",85,FALSE,85,0,,-35.692596,36.180584,FALSE,FALSE,FALSE,-75.865715,"57,547",0,"368,059",,33:38.6,,,,,5,5,5,5
33:39.2,"368,060",FALSE,FALSE,36.184517,FALSE,0,FALSE,-33.819546,,0,-90.81304,5,85,-214.82654,31.212593,FALSE,0,0,100.2594,0,"56,132,832",85,FALSE,85,0,,-37.047325,36.184517,FALSE,FALSE,FALSE,-78.43234,"57,547",0,"368,060",,33:39.6,,,,,5,5,5,5
33:40.2,"368,061",FALSE,FALSE,36.186188,FALSE,0,FALSE,-33.906372,,0,-92.09792,5,85,-214.75902,31.218565,FALSE,0,0,102.11953,0,"56,132,833",85,FALSE,85,0,,-37.562298,36.186188,TRUE,FALSE,FALSE,-79.50879,"57,547",0,"368,061",,33:40.7,,,,,5,5,5,5
33:41.3,"368,062",FALSE,FALSE,36.186367,FALSE,0,FALSE,-34.139996,,0,-92.05278,5,85,-214.52838,31.219015,FALSE,0,0,102.23295,0,"56,132,834",85,FALSE,85,0,,-37.650566,36.186367,FALSE,FALSE,FALSE,-79.569626,"57,547",0,"368,062",,33:41.7,,,,,5,5,5,5
33:42.2,"368,063",FALSE,FALSE,36.194344,FALSE,0,FALSE,-44.36608,,0,-86.934135,5,85,-204.51123,31.221287,FALSE,0,0,103.03683,0,"56,132,865",85,FALSE,85,0,,-40.48105,36.194344,FALSE,FALSE,FALSE,-79.12466,"57,547",0,"368,063",,33:42.7,,,,,5,5,5,5
33:43.2,"368,064",FALSE,FALSE,36.214344,FALSE,0,FALSE,-70.34015,,0,-73.934265,5,85,-179.0388,31.226982,FALSE,0,0,105.08745,0,"56,132,935",85,FALSE,85,0,,-47.68091,36.214344,FALSE,TRUE,FALSE,-78.02749,"57,547",0,"368,064",,33:43.7,,,,,5,5,5,5
33:44.2,"368,065",FALSE,FALSE,36.236443,FALSE,0,FALSE,-99.03542,,0,-59.57011,5,85,-150.90047,31.233294,FALSE,0,0,107.35891,0,"56,132,998",85,FALSE,85,0,,-55.635628,36.236443,FALSE,FALSE,FALSE,-76.81471,"57,547",0,"368,065",,33:44.7,,,,,5,5,5,5
33:45.2,"368,066",FALSE,FALSE,36.243977,FALSE,0,FALSE,-108.816696,,0,-54.67329,5,85,-141.30478,31.235409,FALSE,0,0,108.12111,0,"56,133,021",85,TRUE,85,0,,-58.349583,36.243977,FALSE,FALSE,FALSE,-76.394165,"57,547",0,"368,066",,33:45.7,,,,,5,5,5,5
33:46.2,"368,067",FALSE,FALSE,36.244568,FALSE,0,FALSE,-108.457016,,0,-54.43098,5,85,-141.03801,31.235613,FALSE,0,0,108.194016,0,"56,133,023",85,FALSE,85,0,,-58.563847,36.244568,FALSE,FALSE,FALSE,-76.73552,"57,547",0,"368,067",,33:46.7,,,,,5,5,5,5
33:47.2,"368,068",TRUE,FALSE,36.248672,FALSE,0,FALSE,-96.97491,,0,-54.187912,5,85,-143.50981,31.237185,FALSE,0,0,108.76016,0,"56,133,040",85,FALSE,85,0,,-60.040325,36.248672,FALSE,FALSE,FALSE,-81.85886,"57,547",0,"368,068",,33:47.7,,,,,5,5,5,5
33:48.2,"368,069",FALSE,FALSE,36.25815,FALSE,0,FALSE,-67.53664,,0,-53.55612,5,85,-149.8243,31.240763,FALSE,0,0,110.187,0,"56,133,086",85,FALSE,85,0,,-63.813183,36.25815,FALSE,FALSE,FALSE,-94.98775,"57,547",0,"368,069",,33:48.7,,,,,5,5,5,5
33:49.2,"368,070",FALSE,FALSE,36.269176,FALSE,0,FALSE,-39.364815,,0,-52.951965,5,85,-155.86398,31.244951,FALSE,0,0,111.55525,0,"56,133,129",85,FALSE,85,0,,-67.420944,36.269176,FALSE,FALSE,FALSE,-107.551186,"57,547",0,"368,070",,33:49.7,,,,,5,5,5,5
33:50.2,"368,071",FALSE,FALSE,36.2782,FALSE,0,FALSE,-14.008166,,0,-52.408195,5,85,-161.29836,31.248388,FALSE,0,0,112.79366,0,"56,133,166",85,FALSE,85,0,,-70.66732,36.2782,TRUE,FALSE,FALSE,-118.85921,"57,547",0,"368,071",,33:50.7,,,,,5,5,5,5
33:51.2,"368,072",FALSE,FALSE,36.28823,FALSE,0,FALSE,14.162834,,0,-51.803574,5,85,-167.3373,31.252192,FALSE,0,0,114.16245,0,"56,133,201",85,FALSE,85,0,,-74.27859,36.28823,FALSE,FALSE,FALSE,-131.4222,"57,547",0,"368,072",,33:51.6,,,,,5,5,5,5
33:52.2,"368,073",FALSE,FALSE,36.297253,FALSE,0,FALSE,39.51786,,0,-51.259228,5,85,-172.77678,31.255602,FALSE,0,0,115.39008,0,"56,133,221",85,FALSE,85,0,,-77.52506,36.297253,FALSE,FALSE,FALSE,-142.7289,"57,547",0,"368,073",,33:52.6,,,,,5,5,5,5
33:53.2,"368,074",FALSE,FALSE,36.307285,FALSE,0,FALSE,70.507286,,0,-50.594517,5,85,-179.4165,31.259405,FALSE,0,0,116.8947,0,"56,133,233",85,FALSE,85,0,,-81.497,36.307285,FALSE,TRUE,FALSE,-156.54863,"57,547",0,"368,074",,33:53.6,,,,,5,5,5,5
33:54.2,"368,075",FALSE,FALSE,36.317314,FALSE,0,FALSE,95.86145,,0,-50.051838,5,85,-184.8554,31.263222,FALSE,0,0,118.13178,0,"56,133,246",85,FALSE,85,0,,-84.745544,36.317314,FALSE,FALSE,FALSE,-167.85606,"57,547",0,"368,075",,33:54.6,,,,,5,5,5,5
33:55.2,"368,076",FALSE,FALSE,36.32732,FALSE,0,FALSE,126.77671,,0,-49.38804,5,85,-191.4802,31.267002,FALSE,0,0,119.63381,0,"56,133,285",85,FALSE,85,0,,-88.70341,36.32732,FALSE,FALSE,FALSE,-181.64368,"57,547",0,"368,076",,33:55.7,,,,,5,5,5,5
33:56.3,"368,077",FALSE,FALSE,36.335007,FALSE,0,FALSE,146.73273,,0,-48.958782,5,85,-195.76091,31.269932,FALSE,0,0,120.59647,0,"56,133,318",85,FALSE,85,0,,-91.25991,36.335007,FALSE,FALSE,FALSE,-190.54494,"57,547",0,"368,077",,33:56.7,,,,,5,5,5,5
33:57.3,"368,078",FALSE,FALSE,36.336594,FALSE,0,FALSE,150.00316,,0,-48.889175,5,85,-196.46288,31.270535,FALSE,0,0,120.764366,0,"56,133,323",85,TRUE,85,0,,-91.68867,36.336594,FALSE,FALSE,FALSE,-192.00433,"57,547",0,"368,078",,33:57.7,,,,,5,5,5,5
33:58.2,"368,079",TRUE,FALSE,36.33751,FALSE,0,FALSE,147.80122,,0,-49.336384,5,85,-195.51575,31.271963,FALSE,0,0,120.24996,0,"56,133,327",85,FALSE,85,0,,-91.35851,36.33751,FALSE,FALSE,FALSE,-187.67531,"57,547",0,"368,079",,33:58.7,,,,,5,5,5,5
33:59.2,"368,080",FALSE,FALSE,36.34199,FALSE,0,FALSE,136.89459,,0,-51.557766,5,85,-190.82237,31.27914,FALSE,0,0,117.66618,0,"56,133,358",85,FALSE,85,0,,-89.74567,36.34199,FALSE,FALSE,FALSE,-166.20586,"57,547",0,"368,080",,33:59.7,,,,,5,5,5,5
34:00.2,"368,081",FALSE,FALSE,36.34841,FALSE,0,FALSE,121.15753,,0,-54.76017,5,85,-184.05287,31.289484,FALSE,0,0,113.942764,0,"56,133,401",85,FALSE,85,0,,-87.43419,36.34841,TRUE,FALSE,FALSE,-135.23135,"57,547",0,"368,081",,34:00.7,,,,,5,5,5,5
34:01.2,"368,082",FALSE,FALSE,36.353706,FALSE,0,FALSE,108.274605,,0,-57.383312,5,85,-178.50864,31.297924,FALSE,0,0,110.90339,0,"56,133,437",85,FALSE,85,0,,-85.53034,36.353706,FALSE,FALSE,FALSE,-109.8743,"57,547",0,"368,082",,34:01.7,,,,,5,5,5,5
34:02.2,"368,083",FALSE,FALSE,36.36014,FALSE,0,FALSE,92.52935,,0,-60.589962,5,85,-171.73962,31.308264,FALSE,0,0,107.18146,0,"56,133,479",85,FALSE,85,0,,-83.21272,36.36014,FALSE,FALSE,FALSE,-78.88307,"57,547",0,"368,083",,34:02.7,,,,,5,5,5,5
34:03.2,"368,084",FALSE,FALSE,36.365402,FALSE,0,FALSE,78.215126,,0,-63.504654,5,85,-165.58093,31.31673,FALSE,0,0,103.797356,0,"56,133,516",85,FALSE,85,0,,-81.10097,36.365402,FALSE,FALSE,FALSE,-50.709522,"57,547",0,"368,084",,34:03.7,,,,,5,5,5,5
34:04.2,"368,085",FALSE,FALSE,36.37104,FALSE,0,FALSE,65.92978,,0,-66.00468,5,85,-160.29358,31.32574,FALSE,0,0,100.89017,0,"56,133,545",85,FALSE,85,0,,-79.28699,36.37104,FALSE,FALSE,FALSE,-26.52691,"57,547",0,"368,085",,34:04.7,,,,,5,5,5,5
34:05.2,"368,086",FALSE,FALSE,36.37381,FALSE,0,FALSE,59.163586,,0,-67.3856,5,85,-157.38391,31.330196,FALSE,0,0,99.28564,0,"56,133,559",85,FALSE,85,0,,-78.28968,36.37381,FALSE,TRUE,FALSE,-13.207801,"57,547",0,"368,086",,34:05.7,,,,,5,5,5,5
34:06.2,"368,087",FALSE,FALSE,36.373905,FALSE,0,FALSE,58.921005,,0,-67.40751,5,85,-157.27072,31.330309,FALSE,0,0,99.238716,0,"56,133,559",85,FALSE,85,0,,-78.238716,36.373905,FALSE,FALSE,FALSE,-12.851057,"57,547",0,"368,087",,34:06.7,,,,,5,5,5,5
34:07.2,"368,088",FALSE,FALSE,36.375565,FALSE,0,FALSE,57.505077,,0,-67.17217,5,85,-156.28091,31.331081,FALSE,0,0,98.968864,0,"56,133,564",85,FALSE,85,0,,-77.65807,36.375565,FALSE,FALSE,FALSE,-12.360942,"57,547",0,"368,088",,34:07.7,,,,,5,5,5,5
34:08.2,"368,089",TRUE,FALSE,36.381035,FALSE,0,FALSE,51.929264,,0,-66.29908,5,85,-152.27425,31.333944,FALSE,0,0,97.7771,0,"56,133,579",85,TRUE,85,0,,-75.428665,36.381035,FALSE,FALSE,FALSE,-10.823393,"57,547",0,"368,089",,34:08.7,,,,,5,5,5,5
34:09.2,"368,090",FALSE,FALSE,36.389103,FALSE,0,FALSE,44.236927,,0,-65.05344,5,85,-146.33257,31.33938,FALSE,0,0,95.75365,0,"56,133,601",85,FALSE,85,0,,-72.49688,36.389103,FALSE,FALSE,FALSE,-9.601436,"57,547",0,"368,090",,34:09.7,,,,,5,5,5,5
34:10.2,"368,091",FALSE,FALSE,36.39561,FALSE,0,FALSE,38.025814,,0,-63.79148,5,85,-141.17783,31.344961,FALSE,0,0,93.77677,0,"56,133,619",85,FALSE,85,0,,-70.23696,36.39561,FALSE,FALSE,FALSE,-9.306567,"57,547",0,"368,091",,34:10.7,,,,,5,5,5,5
34:11.3,"368,092",FALSE,FALSE,36.399536,FALSE,0,FALSE,34.389202,,0,-62.864307,5,85,-138.02113,31.34894,FALSE,0,0,92.46286,0,"56,133,629",85,FALSE,85,0,,-68.96001,36.399536,FALSE,FALSE,FALSE,-9.395087,"57,547",0,"368,092",,34:11.7,,,,,5,5,5,5
34:12.3,"368,093",FALSE,FALSE,36.400322,FALSE,0,FALSE,33.782204,,0,-62.693054,5,85,-137.48715,31.349794,FALSE,0,0,92.23303,0,"56,133,632",85,FALSE,85,0,,-68.74714,36.400322,FALSE,FALSE,FALSE,-9.422472,"57,547",0,"368,093",,34:12.7,,,,,5,5,5,5
34:13.2,"368,094",FALSE,FALSE,36.40115,FALSE,0,FALSE,33.823757,,0,-62.58159,5,85,-137.48735,31.350996,FALSE,0,0,91.80013,0,"56,133,633",85,FALSE,85,0,,-68.45066,36.40115,TRUE,FALSE,FALSE,-9.505663,"57,547",0,"368,094",,34:13.7,,,,,5,5,5,5
34:14.2,"368,095",FALSE,FALSE,36.40768,FALSE,0,FALSE,34.134716,,0,-61.670033,5,85,-137.49014,31.36059,FALSE,0,0,88.34645,0,"56,133,637",85,FALSE,85,0,,-66.10006,36.40768,FALSE,FALSE,FALSE,-10.201239,"57,547",0,"368,095",,34:14.7,,,,,5,5,5,5
34:15.2,"368,096",FALSE,FALSE,36.416885,FALSE,0,FALSE,34.656425,,0,-60.256073,5,85,-137.49582,31.374527,FALSE,0,0,83.32849,0,"56,133,639",85,FALSE,85,0,,-62.78725,36.416885,FALSE,TRUE,FALSE,-11.30359,"57,547",0,"368,096",,34:15.7,,,,,5,5,5,5
34:16.2,"368,097",FALSE,FALSE,36.42557,FALSE,0,FALSE,35.24413,,0,-58.79223,5,85,-137.50485,31.388163,FALSE,0,0,78.419586,0,"56,133,640",85,FALSE,85,0,,-59.657795,36.42557,FALSE,FALSE,FALSE,-12.482916,"57,547",0,"368,097",,34:16.7,,,,,5,5,5,5
34:17.2,"368,098",FALSE,FALSE,36.428646,FALSE,0,FALSE,35.48402,,0,-58.231945,5,85,-137.50873,31.393099,FALSE,0,0,76.60754,0,"56,133,645",85,FALSE,85,0,,-58.53343,36.428646,FALSE,FALSE,FALSE,-12.94609,"57,547",0,"368,098",,34:17.7,,,,,5,5,5,5
34:18.2,"368,099",FALSE,FALSE,36.428757,FALSE,0,FALSE,35.486237,,0,-58.227654,5,85,-137.50893,31.393288,TRUE,0,0,76.578064,0,"56,133,645",85,TRUE,85,0,,-58.511333,36.428757,FALSE,FALSE,FALSE,-12.950827,"49,355",0,"368,099",,34:18.7,,,,,5,5,5,5
34:19.2,"368,100",FALSE,FALSE,36.428852,FALSE,0,FALSE,35.477066,,0,-58.247486,5,85,-137.50893,31.393475,TRUE,0,0,76.64482,0,"56,133,646",85,FALSE,85,0,,-58.546436,36.428852,FALSE,FALSE,FALSE,-12.940169,"49,355",0,"368,100",,34:19.7,,,,,5,5,5,5
34:20.2,"368,101",TRUE,FALSE,36.43204,FALSE,0,FALSE,35.190895,,0,-58.923824,5,85,-137.5081,31.398558,TRUE,0,0,78.84592,0,"56,133,649",85,FALSE,85,0,,-59.929256,36.43204,FALSE,FALSE,FALSE,-12.37308,"49,355",0,"368,101",,34:20.7,,,,,5,5,5,5
34:21.2,"368,102",FALSE,FALSE,36.44186,FALSE,0,FALSE,34.57983,,0,-60.455616,5,85,-137.49661,31.41394,TRUE,0,0,84.01169,0,"56,133,649",85,FALSE,85,0,,-63.231308,36.44186,FALSE,FALSE,FALSE,-11.144166,"49,355",0,"368,102",,34:21.7,,,,,5,5,5,5
34:22.2,"368,103",FALSE,FALSE,36.450848,FALSE,0,FALSE,34.04171,,0,-61.935596,5,85,-137.48827,31.427504,TRUE,0,0,89.33035,0,"56,133,649",85,FALSE,85,0,,-66.76094,36.450848,FALSE,FALSE,FALSE,-9.995778,"49,355",0,"368,103",,34:22.7,,,,,5,5,5,5
34:23.2,"368,104",FALSE,FALSE,36.456406,FALSE,0,FALSE,33.806007,,0,-62.619186,5,85,-137.48843,31.435646,TRUE,0,0,91.94964,0,"56,133,651",85,FALSE,85,0,,-68.551254,36.456406,TRUE,FALSE,FALSE,-9.475761,"49,355",0,"368,104",,34:23.7,,,,,5,5,5,5
34:24.2,"368,105",FALSE,FALSE,36.457226,FALSE,0,FALSE,33.783535,,0,-62.694683,5,85,-137.48932,31.436815,TRUE,0,0,92.24511,0,"56,133,653",85,FALSE,85,0,,-68.762924,36.457226,FALSE,FALSE,FALSE,-9.418179,"49,355",0,"368,105",,34:24.6,,,,,5,5,5,5
34:25.2,"368,106",FALSE,FALSE,36.457954,FALSE,0,FALSE,38.422882,,0,-59.99092,5,85,-138.0667,31.437103,TRUE,0,0,92.378204,0,"56,133,659",85,FALSE,85,0,,-69.12344,36.457954,FALSE,FALSE,FALSE,-5.610202,"49,355",0,"368,106",,34:25.8,,,,,5,5,5,5
34:26.3,"368,107",FALSE,FALSE,36.46366,FALSE,0,FALSE,63.075504,,0,-45.63526,5,85,-141.14093,31.439306,TRUE,0,0,93.14391,0,"56,133,691",85,FALSE,85,0,,-71.08105,36.46366,FALSE,FALSE,FALSE,14.653416,"49,355",0,"368,107",,34:26.8,,,,,5,5,5,5
34:27.2,"368,108",FALSE,FALSE,36.468624,FALSE,0,FALSE,85.61278,,0,-32.514603,5,85,-143.95023,31.441227,TRUE,0,0,93.83609,0,"56,133,725",85,FALSE,85,0,,-72.869316,36.468624,FALSE,TRUE,FALSE,33.17639,"49,355",0,"368,108",,34:27.7,,,,,5,5,5,5
34:28.2,"368,109",FALSE,FALSE,36.47484,FALSE,0,FALSE,113.784454,,0,-16.112707,5,85,-147.45757,31.443636,TRUE,0,0,94.70324,0,"56,133,772",85,FALSE,85,0,,-75.10578,36.47484,FALSE,FALSE,FALSE,56.32815,"49,355",0,"368,109",,34:28.7,,,,,5,5,5,5
34:29.2,"368,110",FALSE,FALSE,36.48105,FALSE,0,FALSE,141.95566,,0,0.28661898,5,85,-150.96425,31.446056,TRUE,0,0,95.57443,0,"56,133,825",85,FALSE,85,0,,-77.3405,36.48105,FALSE,FALSE,FALSE,79.477844,"49,355",0,"368,110",,34:29.7,,,,,5,5,5,5
34:30.2,"368,111",FALSE,FALSE,36.487255,FALSE,0,FALSE,170.12672,,0,16.687994,5,85,-154.4765,31.44847,TRUE,0,0,96.44353,0,"56,133,877",85,FALSE,85,0,,-79.57563,36.487255,FALSE,FALSE,FALSE,102.6299,"49,355",0,"368,111",,34:30.7,,,,,5,5,5,5
34:31.2,"368,112",FALSE,FALSE,36.493473,FALSE,0,FALSE,201.11485,,0,34.728836,5,85,-158.3325,31.450869,TRUE,0,0,97.39533,0,"56,133,926",85,FALSE,85,0,,-82.03616,36.493473,FALSE,FALSE,FALSE,128.0965,"49,355",0,"368,112",,34:31.7,,,,,5,5,5,5
34:32.2,"368,113",FALSE,FALSE,36.50017,FALSE,0,FALSE,228.63853,,0,50.752205,5,85,-161.76477,31.453484,TRUE,0,0,98.24791,0,"56,133,957",85,TRUE,85,0,,-84.2245,36.50017,FALSE,FALSE,FALSE,150.71358,"49,355",0,"368,113",,34:32.7,,,,,5,5,5,5
34:33.2,"368,114",FALSE,FALSE,36.50337,FALSE,0,FALSE,243.1725,,0,59.212322,5,85,-163.57599,31.454712,TRUE,0,0,98.68995,0,"56,133,968",85,FALSE,85,0,,-85.37697,36.50337,FALSE,FALSE,FALSE,162.6593,"49,355",0,"368,114",,34:33.7,,,,,5,5,5,5
34:34.3,"368,115",TRUE,FALSE,36.50379,FALSE,0,FALSE,244.89522,,0,60.240314,5,85,-163.8011,31.454884,TRUE,0,0,98.75262,0,"56,133,970",85,FALSE,85,0,,-85.5289,36.50379,FALSE,FALSE,FALSE,164.11026,"49,355",0,"368,115",,34:34.7,,,,,5,5,5,5
34:35.2,"368,116",FALSE,FALSE,36.505306,FALSE,0,FALSE,236.22289,,0,57.429783,5,85,-163.2364,31.455418,TRUE,0,0,98.97897,0,"56,133,977",85,FALSE,85,0,,-84.855385,36.505306,FALSE,FALSE,FALSE,158.19853,"49,355",0,"368,116",,34:35.7,,,,,5,5,5,5
34:36.2,"368,117",FALSE,FALSE,36.510418,FALSE,0,FALSE,213.8637,,0,50.18815,5,85,-161.78699,31.45718,TRUE,0,0,99.57725,0,"56,134,001",85,FALSE,85,0,,-83.14417,36.510418,FALSE,FALSE,FALSE,143.01474,"49,355",0,"368,117",,34:36.7,,,,,5,5,5,5
34:37.2,"368,118",FALSE,FALSE,36.516403,FALSE,0,FALSE,182.87106,,0,40.15263,5,85,-159.78105,31.459267,TRUE,0,0,100.39881,0,"56,134,048",85,FALSE,85,0,,-80.77323,36.516403,TRUE,FALSE,FALSE,121.97279,"49,355",0,"368,118",,34:37.7,,,,,5,5,5,5
34:38.2,"368,119",FALSE,FALSE,36.522377,FALSE,0,FALSE,154.70076,,0,31.028564,5,85,-157.95447,31.461338,TRUE,0,0,101.14913,0,"56,134,104",85,FALSE,85,0,,-78.625824,36.522377,FALSE,TRUE,FALSE,102.84069,"49,355",0,"368,119",,34:38.7,,,,,5,5,5,5
34:39.2,"368,120",FALSE,FALSE,36.528965,FALSE,0,FALSE,123.708595,,0,20.991592,5,85,-155.95137,31.463623,TRUE,0,0,101.97152,0,"56,134,159",85,FALSE,85,0,,-76.254295,36.528965,FALSE,FALSE,FALSE,81.799484,"49,355",0,"368,120",,34:39.8,,,,,5,5,5,5
34:40.3,"368,121",FALSE,FALSE,36.534336,FALSE,0,FALSE,98.350975,,0,12.779555,5,85,-154.31355,31.465496,TRUE,0,0,102.64266,0,"56,134,209",85,FALSE,85,0,,-74.324936,36.534336,FALSE,FALSE,FALSE,64.58166,"49,355",0,"368,121",,34:40.8,,,,,5,5,5,5
34:41.2,"368,122",FALSE,FALSE,36.54151,FALSE,0,FALSE,67.35903,,0,2.742811,5,85,-152.3086,31.467993,TRUE,0,0,103.46805,0,"56,134,251",85,FALSE,85,0,,-71.95366,36.54151,FALSE,FALSE,FALSE,43.537945,"49,355",0,"368,122",,34:41.8,,,,,5,5,5,5
34:42.2,"368,123",FALSE,FALSE,36.547485,FALSE,0,FALSE,39.188328,,0,-6.380837,5,85,-150.4815,31.470066,TRUE,0,0,104.21416,0,"56,134,273",85,FALSE,85,0,,-69.80462,36.547485,FALSE,FALSE,FALSE,24.408508,"49,355",0,"368,123",,34:42.8,,,,,5,5,5,5
34:43.2,"368,124",FALSE,FALSE,36.55284,FALSE,0,FALSE,13.831274,,0,-14.592488,5,85,-148.84213,31.471931,TRUE,0,0,104.88561,0,"56,134,280",85,FALSE,85,0,,-67.87429,36.55284,FALSE,FALSE,FALSE,7.191123,"49,355",0,"368,124",,34:43.8,,,,,5,5,5,5
34:44.2,"368,125",FALSE,FALSE,36.558834,FALSE,0,FALSE,-14.343243,,0,-23.715672,5,85,-147.01903,31.474016,TRUE,0,0,105.636185,0,"56,134,298",85,FALSE,85,0,,-65.71453,36.558834,FALSE,FALSE,FALSE,-11.939506,"49,355",0,"368,125",,34:44.8,,,,,5,5,5,5
34:45.2,"368,126",FALSE,FALSE,36.564793,FALSE,0,FALSE,-42.517853,,0,-32.8403,5,85,-145.19948,31.476093,TRUE,0,0,106.38547,0,"56,134,332",85,TRUE,85,0,,-63.569187,36.564793,FALSE,FALSE,FALSE,-31.067768,"49,355",0,"368,126",,34:45.7,,,,,5,5,5,5
34:46.2,"368,127",FALSE,FALSE,36.570183,FALSE,0,FALSE,-67.87696,,0,-41.05206,5,85,-143.559,31.477968,TRUE,0,0,107.05993,0,"56,134,370",85,FALSE,85,0,,-61.628803,36.570183,FALSE,FALSE,FALSE,-48.28634,"49,355",0,"368,127",,34:46.7,,,,,5,5,5,5
34:47.2,"368,128",TRUE,FALSE,36.57593,FALSE,0,FALSE,-95.01166,,0,-49.83858,5,85,-141.80157,31.479963,TRUE,0,0,107.77877,0,"56,134,411",85,FALSE,85,0,,-59.55735,36.57593,FALSE,FALSE,FALSE,-66.70866,"49,355",0,"368,128",,34:47.7,,,,,5,5,5,5
34:48.2,"368,129",FALSE,FALSE,36.578865,FALSE,0,FALSE,-108.85135,,0,-54.31847,5,85,-140.91061,31.481022,TRUE,0,0,108.15931,0,"56,134,430",85,FALSE,85,0,,-58.5014,36.578865,FALSE,TRUE,FALSE,-76.10537,"49,355",0,"368,129",,34:48.7,,,,,5,5,5,5
34:49.2,"368,130",FALSE,FALSE,36.57897,FALSE,0,FALSE,-109.206856,,0,-54.43407,5,85,-140.88742,31.48107,TRUE,0,0,108.167725,0,"56,134,430",85,FALSE,85,0,,-58.46668,36.57897,TRUE,FALSE,FALSE,-76.384544,"49,355",0,"368,130",,34:49.7,,,,,5,5,5,5
34:50.2,"368,131",FALSE,FALSE,36.58002,FALSE,0,FALSE,-107.204,,0,-54.372665,5,85,-142.14395,31.481949,TRUE,0,0,107.783226,0,"56,134,436",85,FALSE,85,0,,-58.930206,36.58002,FALSE,FALSE,FALSE,-76.781555,"49,355",0,"368,131",,34:50.7,,,,,5,5,5,5
