KeepAliveTag_SourceTimestamp,KeepAliveTag_Value,Robot1_Value_Compliant4,Robot1_Value_NonCompliant4,Robot1_Value_Joint5RevTotal,Robot1_Value_NonCompliant3,Robot1_Value_Joint3MaintHrs,Robot1_Value_NonCompliant1,Robot1_Value_Joint4Posn,Robot1_Value_Joint4RevTotal,Robot1_Value_Joint4MaintHrs,Robot1_Value_Joint5Posn,Robot1_Value_RobotState,Robot1_Value_LED_R,Robot1_Value_Joint1Posn,Robot1_Value_Joint3RevTotal,Robot1_Value_Gripper,Robot1_Value_Joint1MaintHrs,Robot1_Value_Joint2MaintHrs,Robot1_Value_Joint3Posn,Robot1_Value_Joint6MaintHrs,Robot1_Value_DistanceTravelled,Robot1_Value_LED_G,Robot1_Value_Compliant2,Robot1_Value_LED_B,Robot1_Value_Speed,Robot1_Value_Joint1RevTotal,Robot1_Value_Joint2Posn,Robot1_Value_Joint2RevTotal,Robot1_Value_Compliant1,Robot1_Value_Compliant3,Robot1_Value_NonCompliant2,Robot1_Value_Joint6Posn,Robot1_Value_BitRegister,Robot1_Value_Joint5MainHrs,Robot1_Value_Watchdog,Robot1_Value_Joint6RevTotal,Robot1_SourceTimestamp,source-aio-instance,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,PPM_line_1,PPM_line_2,PPM_line_3,PPM_line_4
13:28.4,"363,249",FALSE,FALSE,10.42869,FALSE,0,TRUE,92.78815,,0,-96.39366,2,85,-203.02754,8.6009445,TRUE,0,0,87.61804,0,"56,043,964",85,FALSE,85,0,,0.28437608,10.42869,FALSE,FALSE,FALSE,-31.536701,"12,784",0,"363,249",,13:29.0,,,,,5,5,5,5
13:29.4,"363,250",FALSE,FALSE,10.447193,FALSE,0,TRUE,90.888596,,0,-102.49029,2,85,-205.20477,8.625317,TRUE,0,0,79.75843,0,"56,043,992",85,FALSE,85,0,,6.2265515,10.447193,FALSE,FALSE,FALSE,-35.0316,"12,784",0,"363,250",,13:29.9,,,,,5,5,5,5
13:30.4,"363,251",FALSE,FALSE,10.458532,FALSE,0,TRUE,89.00222,,0,-106.73289,2,85,-206.68727,8.641262,TRUE,0,0,73.69593,0,"56,044,010",85,FALSE,85,0,,10.535636,10.458532,TRUE,FALSE,FALSE,-38.083313,"12,784",0,"363,251",,13:30.9,,,,,5,5,5,5
13:31.4,"363,252",TRUE,FALSE,10.461548,FALSE,0,TRUE,88.55877,,0,-107.56802,2,85,-206.97644,8.64563,TRUE,0,0,72.425446,0,"56,044,015",85,FALSE,85,0,,11.403132,10.461548,FALSE,FALSE,FALSE,-38.758312,"12,784",0,"363,252",,13:31.9,,,,,5,5,5,5
13:32.4,"363,253",FALSE,FALSE,10.4616,FALSE,0,TRUE,88.60627,,0,-107.57099,2,85,-206.97902,8.64596,TRUE,0,0,72.56442,0,"56,044,015",85,TRUE,85,0,,11.409924,10.4616,FALSE,FALSE,FALSE,-38.61369,"12,784",0,"363,253",,13:32.9,,,,,5,5,5,5
13:33.4,"363,254",FALSE,FALSE,10.461972,FALSE,0,TRUE,89.141754,,0,-107.60574,2,85,-206.97852,8.650402,TRUE,0,0,74.41023,0,"56,044,015",85,FALSE,85,0,,11.255439,10.461972,FALSE,FALSE,FALSE,-36.83397,"12,784",0,"363,254",,13:33.9,,,,,5,5,5,5
13:34.3,"363,255",FALSE,FALSE,10.462447,FALSE,0,TRUE,90.477425,,0,-107.616234,2,85,-206.97981,8.661908,TRUE,0,0,78.767944,0,"56,044,015",85,FALSE,85,0,,11.102912,10.462447,FALSE,TRUE,FALSE,-32.428116,"12,784",0,"363,255",,13:34.9,,,,,5,5,5,5
13:35.3,"363,256",FALSE,FALSE,10.463141,FALSE,0,TRUE,92.267975,,0,-107.47154,2,85,-206.99039,8.678402,TRUE,0,0,84.18346,0,"56,044,015",85,FALSE,85,0,,11.347291,10.463141,FALSE,FALSE,FALSE,-26.491076,"12,784",0,"363,256",,13:35.9,,,,,5,5,5,5
13:36.3,"363,257",FALSE,FALSE,10.465279,FALSE,0,TRUE,94.052216,,0,-107.155876,2,85,-206.99042,8.6922,TRUE,0,0,89.1505,0,"56,044,015",85,FALSE,85,0,,12.116183,10.465279,FALSE,FALSE,FALSE,-20.49009,"12,784",0,"363,257",,13:36.9,,,,,5,5,5,5
13:37.3,"363,258",FALSE,FALSE,10.468828,FALSE,0,TRUE,95.77083,,0,-106.66938,2,85,-206.99124,8.70445,TRUE,0,0,93.56074,0,"56,044,015",85,FALSE,85,0,,13.394267,10.468828,FALSE,FALSE,FALSE,-14.570072,"12,784",0,"363,258",,13:37.9,,,,,5,5,5,5
13:38.3,"363,259",FALSE,FALSE,10.472873,FALSE,0,TRUE,97.256905,,0,-106.09091,2,85,-206.99179,8.713621,TRUE,0,0,97.09275,0,"56,044,015",85,FALSE,85,0,,14.970786,10.472873,FALSE,FALSE,FALSE,-9.279019,"12,784",0,"363,259",,13:38.9,,,,,5,5,5,5
13:39.4,"363,260",FALSE,FALSE,10.475294,FALSE,0,TRUE,97.83614,,0,-105.81852,2,85,-206.9918,8.71791,TRUE,0,0,98.405624,0,"56,044,015",85,FALSE,85,0,,15.721868,10.475294,FALSE,FALSE,FALSE,-7.1575065,"12,784",0,"363,260",,13:40.0,,,,,5,5,5,5
13:40.4,"363,261",FALSE,FALSE,10.475749,FALSE,0,TRUE,97.955574,,0,-105.76303,2,85,-206.99161,8.718644,TRUE,0,0,98.66971,0,"56,044,015",85,FALSE,85,0,,15.885962,10.475749,FALSE,FALSE,FALSE,-6.7187567,"12,784",0,"363,261",,13:41.0,,,,,5,5,5,5
13:41.4,"363,262",FALSE,FALSE,10.476254,FALSE,0,TRUE,97.91829,,0,-105.631,2,85,-207.12274,8.719323,TRUE,0,0,99.0096,0,"56,044,017",85,FALSE,85,0,,15.62585,10.476254,FALSE,FALSE,FALSE,-6.6457796,"12,784",0,"363,262",,13:42.0,,,,,5,5,5,5
13:42.4,"363,263",TRUE,FALSE,10.480502,FALSE,0,TRUE,97.70802,,0,-104.88956,2,85,-207.87622,8.724865,TRUE,0,0,100.908936,0,"56,044,030",85,TRUE,85,0,,14.176703,10.480502,TRUE,FALSE,FALSE,-6.277342,"12,784",0,"363,263",,13:43.0,,,,,5,5,5,5
13:43.4,"363,264",FALSE,FALSE,10.48866,FALSE,0,TRUE,97.066124,,0,-103.06191,2,85,-209.79022,8.735239,TRUE,0,0,105.13866,0,"56,044,059",85,FALSE,85,0,,10.838604,10.48866,FALSE,FALSE,FALSE,-5.5986414,"12,784",0,"363,264",,13:44.0,,,,,5,5,5,5
13:44.4,"363,265",FALSE,FALSE,10.500309,FALSE,0,TRUE,95.945076,,0,-100.46438,2,85,-212.59688,8.749207,TRUE,0,0,110.155235,0,"56,044,096",85,FALSE,85,0,,6.6168323,10.500309,FALSE,TRUE,FALSE,-5.0869145,"12,784",0,"363,265",,13:44.9,,,,,5,5,5,5
13:45.4,"363,266",FALSE,FALSE,10.510947,FALSE,0,TRUE,94.626755,,0,-97.75935,2,85,-215.5958,8.761007,TRUE,0,0,114.37754,0,"56,044,130",85,FALSE,85,0,,2.7956972,10.510947,FALSE,FALSE,FALSE,-4.938148,"12,784",0,"363,266",,13:45.9,,,,,5,5,5,5
13:46.4,"363,267",FALSE,FALSE,10.523824,FALSE,0,TRUE,92.62493,,0,-93.85633,2,85,-219.97755,8.774142,TRUE,0,0,119.047775,0,"56,044,171",85,FALSE,85,0,,-1.8329842,10.523824,FALSE,FALSE,FALSE,-5.141388,"12,784",0,"363,267",,13:46.9,,,,,5,5,5,5
13:47.4,"363,268",FALSE,FALSE,10.535308,FALSE,0,TRUE,90.4303,,0,-89.5474,2,85,-224.81638,8.784742,TRUE,0,0,122.8174,0,"56,044,210",85,FALSE,85,0,,-5.960883,10.535308,FALSE,FALSE,FALSE,-5.608115,"12,784",0,"363,268",,13:47.9,,,,,5,5,5,5
13:48.3,"363,269",FALSE,FALSE,10.547428,FALSE,0,TRUE,87.868866,,0,-84.296875,2,85,-230.65915,8.7948265,TRUE,0,0,126.095924,0,"56,044,247",85,FALSE,85,0,,-9.916839,10.547428,FALSE,FALSE,FALSE,-6.213987,"12,784",0,"363,269",,13:48.9,,,,,5,5,5,5
13:49.3,"363,270",FALSE,FALSE,10.556599,FALSE,0,TRUE,84.90498,,0,-77.89634,2,85,-237.70403,8.801724,TRUE,0,0,128.8269,0,"56,044,285",85,FALSE,85,0,,-13.559921,10.556599,FALSE,FALSE,FALSE,-6.727786,"12,784",0,"363,270",,13:49.9,,,,,5,5,5,5
13:50.3,"363,271",FALSE,FALSE,10.566217,FALSE,0,TRUE,81.42668,,0,-70.21761,2,85,-246.07939,8.808305,TRUE,0,0,130.94777,0,"56,044,322",85,FALSE,85,0,,-16.680937,10.566217,FALSE,FALSE,FALSE,-6.82874,"12,784",0,"363,271",,13:50.9,,,,,5,5,5,5
13:51.3,"363,272",FALSE,FALSE,10.572718,FALSE,0,TRUE,76.6712,,0,-60.418335,2,85,-256.7863,8.812361,TRUE,0,0,132.51611,0,"56,044,360",85,FALSE,85,0,,-19.199348,10.572718,FALSE,FALSE,FALSE,-5.7628026,"12,784",0,"363,272",,13:51.9,,,,,5,5,5,5
13:52.3,"363,273",TRUE,FALSE,10.576275,FALSE,0,TRUE,71.546425,,0,-51.782024,2,85,-266.4057,8.814421,TRUE,0,0,133.15048,0,"56,044,397",85,FALSE,85,0,,-20.301369,10.576275,TRUE,FALSE,FALSE,-3.3510098,"12,784",0,"363,273",,13:52.9,,,,,5,5,5,5
13:53.4,"363,274",FALSE,FALSE,10.577129,FALSE,0,TRUE,63.680904,,0,-42.41032,2,85,-277.39645,8.814935,TRUE,0,0,133.20499,0,"56,044,435",85,TRUE,85,0,,-20.360565,10.577129,FALSE,FALSE,FALSE,1.9025922,"12,784",0,"363,274",,13:54.0,,,,,5,5,5,5
13:54.4,"363,275",FALSE,FALSE,10.580494,FALSE,0,TRUE,52.52813,,0,-34.421932,2,85,-287.9399,8.81699,TRUE,0,0,132.46524,0,"56,044,473",85,FALSE,85,0,,-19.148829,10.580494,FALSE,FALSE,FALSE,10.817181,"12,784",0,"363,275",,13:55.0,,,,,5,5,5,5
13:55.4,"363,276",FALSE,FALSE,10.586784,FALSE,0,TRUE,36.135937,,0,-28.448769,2,85,-298.28973,8.820962,TRUE,0,0,130.86098,0,"56,044,514",85,FALSE,85,0,,-16.608112,10.586784,FALSE,FALSE,FALSE,25.077148,"12,784",0,"363,276",,13:56.0,,,,,5,5,5,5
13:56.4,"363,277",FALSE,FALSE,10.595333,FALSE,0,TRUE,20.990923,,0,-26.079994,2,85,-305.55035,8.826748,TRUE,0,0,128.95328,0,"56,044,548",85,FALSE,85,0,,-13.806695,10.595333,FALSE,FALSE,FALSE,38.66922,"12,784",0,"363,277",,13:57.0,,,,,5,5,5,5
13:57.4,"363,278",FALSE,FALSE,10.604885,FALSE,0,TRUE,5.8866725,,0,-25.582972,2,85,-312.07895,8.833846,TRUE,0,0,126.39772,0,"56,044,583",85,FALSE,85,0,,-10.368098,10.604885,FALSE,FALSE,FALSE,52.28705,"12,784",0,"363,278",,13:58.0,,,,,5,5,5,5
13:58.4,"363,279",FALSE,FALSE,10.611267,FALSE,0,TRUE,-3.251197,,0,-26.023817,2,85,-316.04196,8.838961,TRUE,0,0,124.28631,0,"56,044,609",85,FALSE,85,0,,-7.7417154,10.611267,FALSE,TRUE,FALSE,60.468464,"12,784",0,"363,279",,13:59.0,,,,,5,5,5,5
13:59.4,"363,280",FALSE,FALSE,10.614101,FALSE,0,TRUE,-5.3699145,,0,-26.200851,2,85,-316.981,8.841327,TRUE,0,0,123.70419,0,"56,044,615",85,FALSE,85,0,,-7.0507965,10.614101,FALSE,FALSE,FALSE,62.35432,"12,784",0,"363,280",,14:00.0,,,,,5,5,5,5
14:00.4,"363,281",FALSE,FALSE,10.614243,FALSE,0,TRUE,-5.4948406,,0,-26.15437,2,85,-317.03348,8.8414545,TRUE,0,0,123.63514,0,"56,044,616",85,FALSE,85,0,,-7.012759,10.614243,FALSE,FALSE,FALSE,62.45853,"12,784",0,"363,281",,14:01.0,,,,,5,5,5,5
14:01.4,"363,282",FALSE,FALSE,10.615328,FALSE,0,TRUE,-5.7323747,,0,-25.018267,2,85,-317.03348,8.843035,TRUE,0,0,122.94744,0,"56,044,616",85,FALSE,85,0,,-7.4805217,10.615328,FALSE,FALSE,FALSE,62.73164,"12,784",0,"363,282",,14:02.0,,,,,5,5,5,5
14:02.4,"363,283",TRUE,FALSE,10.619055,FALSE,0,TRUE,-6.7462034,,0,-21.102373,2,85,-317.03464,8.849457,TRUE,0,0,120.43865,0,"56,044,616",85,FALSE,85,0,,-8.911852,10.619055,FALSE,FALSE,FALSE,63.836357,"12,784",0,"363,283",,14:02.9,,,,,5,5,5,5
14:03.3,"363,284",FALSE,FALSE,10.6244,FALSE,0,TRUE,-9.028415,,0,-15.086568,2,85,-316.96887,8.862358,TRUE,0,0,116.13369,0,"56,044,617",85,FALSE,85,0,,-10.660975,10.6244,FALSE,FALSE,FALSE,66.2708,"12,784",0,"363,284",,14:03.9,,,,,5,5,5,5
14:04.3,"363,285",FALSE,FALSE,10.627735,FALSE,0,TRUE,-10.357153,,0,-8.881883,2,85,-316.2813,8.876223,TRUE,0,0,111.14284,0,"56,044,621",85,FALSE,85,0,,-11.861082,10.627735,TRUE,FALSE,FALSE,67.78911,"12,784",0,"363,285",,14:04.9,,,,,5,5,5,5
14:05.3,"363,286",FALSE,FALSE,10.6292925,FALSE,0,TRUE,-10.809075,,0,-2.8948052,2,85,-315.33328,8.891072,TRUE,0,0,105.796906,0,"56,044,626",85,FALSE,85,0,,-12.421898,10.6292925,FALSE,FALSE,FALSE,68.35886,"12,784",0,"363,286",,14:05.9,,,,,5,5,5,5
14:06.3,"363,287",FALSE,FALSE,10.629589,FALSE,0,TRUE,-10.804994,,0,2.9090106,2,85,-314.35098,8.905671,TRUE,0,0,100.0955,0,"56,044,630",85,TRUE,85,0,,-12.462088,10.629589,FALSE,FALSE,FALSE,68.37233,"12,784",0,"363,287",,14:06.9,,,,,5,5,5,5
14:07.3,"363,288",FALSE,FALSE,10.630151,FALSE,0,TRUE,-10.656624,,0,5.7139597,2,85,-313.88995,8.914509,TRUE,0,0,97.13996,0,"56,044,633",85,FALSE,85,0,,-12.259324,10.630151,FALSE,FALSE,FALSE,68.17915,"12,784",0,"363,288",,14:07.9,,,,,5,5,5,5
14:08.3,"363,289",FALSE,FALSE,10.630455,FALSE,0,TRUE,-10.589166,,0,6.619732,2,85,-313.7447,8.917808,TRUE,0,0,96.17148,0,"56,044,634",85,FALSE,85,0,,-12.171341,10.630455,FALSE,FALSE,FALSE,68.09448,"12,784",0,"363,289",,14:09.0,,,,,5,5,5,5
14:09.4,"363,290",FALSE,FALSE,10.630529,FALSE,0,TRUE,-10.6341715,,0,6.6660643,2,85,-313.7226,8.917928,TRUE,0,0,96.17124,0,"56,044,634",85,FALSE,85,0,,-12.229277,10.630529,FALSE,FALSE,FALSE,68.13178,"12,784",0,"363,290",,14:10.0,,,,,5,5,5,5
14:10.4,"363,291",FALSE,FALSE,10.632959,FALSE,0,TRUE,-11.146995,,0,7.016152,2,85,-313.49094,8.9194765,TRUE,0,0,96.70866,0,"56,044,641",85,FALSE,85,0,,-13.072613,10.632959,FALSE,FALSE,FALSE,68.645,"12,784",0,"363,291",,14:11.0,,,,,5,5,5,5
14:11.4,"363,292",FALSE,FALSE,10.639764,FALSE,0,TRUE,-13.041978,,0,8.338492,2,85,-312.60446,8.923434,TRUE,0,0,98.31606,0,"56,044,660",85,FALSE,85,0,,-15.849209,10.639764,FALSE,TRUE,FALSE,70.499466,"12,784",0,"363,292",,14:12.0,,,,,5,5,5,5
14:12.4,"363,293",FALSE,FALSE,10.648623,FALSE,0,TRUE,-15.613147,,0,10.174942,2,85,-311.35742,8.928009,TRUE,0,0,99.9523,0,"56,044,685",85,FALSE,85,0,,-19.0835,10.648623,FALSE,FALSE,FALSE,72.98424,"12,784",0,"363,293",,14:13.0,,,,,5,5,5,5
14:13.4,"363,294",TRUE,FALSE,10.659724,FALSE,0,TRUE,-19.407766,,0,12.933328,2,85,-309.33902,8.9327965,TRUE,0,0,101.63909,0,"56,044,717",85,FALSE,85,0,,-23.062445,10.659724,FALSE,FALSE,FALSE,76.57891,"12,784",0,"363,294",,14:14.0,,,,,5,5,5,5
14:14.4,"363,295",FALSE,FALSE,10.669411,FALSE,0,TRUE,-23.381231,,0,15.887122,2,85,-306.96964,8.936116,TRUE,0,0,102.80168,0,"56,044,744",85,FALSE,85,0,,-26.53738,10.669411,FALSE,FALSE,FALSE,80.24685,"12,784",0,"363,295",,14:15.0,,,,,5,5,5,5
14:15.4,"363,296",FALSE,FALSE,10.678553,FALSE,0,TRUE,-27.823162,,0,19.28783,2,85,-303.9604,8.938542,TRUE,0,0,103.63479,0,"56,044,771",85,FALSE,85,0,,-29.800398,10.678553,FALSE,FALSE,FALSE,84.1993,"12,784",0,"363,296",,14:16.0,,,,,5,5,5,5
14:16.4,"363,297",FALSE,FALSE,10.686923,FALSE,0,TRUE,-32.643703,,0,23.130713,2,85,-300.23538,8.940035,TRUE,0,0,104.1513,0,"56,044,796",85,FALSE,85,0,,-32.775486,10.686923,FALSE,FALSE,FALSE,88.297264,"12,784",0,"363,297",,14:17.0,,,,,5,5,5,5
14:17.4,"363,298",FALSE,FALSE,10.692848,FALSE,0,TRUE,-36.513447,,0,26.363562,2,85,-296.8842,8.940732,TRUE,0,0,104.37749,0,"56,044,813",85,TRUE,85,0,,-34.81413,10.692848,TRUE,FALSE,FALSE,91.43305,"12,784",0,"363,298",,14:18.0,,,,,5,5,5,5
14:18.4,"363,299",FALSE,FALSE,10.696604,FALSE,0,TRUE,-39.000225,,0,28.522741,2,85,-294.55115,8.940955,TRUE,0,0,104.44085,0,"56,044,824",85,FALSE,85,0,,-35.9842,10.696604,FALSE,FALSE,FALSE,93.369385,"12,784",0,"363,299",,14:19.0,,,,,5,5,5,5
14:19.3,"363,300",FALSE,FALSE,10.697056,FALSE,0,TRUE,-39.36286,,0,28.84382,2,85,-294.20212,8.940957,TRUE,0,0,104.441475,0,"56,044,825",85,FALSE,85,0,,-36.14655,10.697056,FALSE,FALSE,FALSE,93.64634,"12,784",0,"363,300",,14:19.9,,,,,5,5,5,5
14:20.3,"363,301",FALSE,FALSE,10.699368,FALSE,0,TRUE,-37.077995,,0,28.011837,3,85,-292.00143,8.941725,TRUE,0,0,104.718346,0,"56,044,837",85,FALSE,85,0,,-36.97814,10.699368,FALSE,FALSE,FALSE,92.927376,"12,784",0,"363,301",,14:20.9,,,,,5,5,5,5
14:21.3,"363,302",FALSE,FALSE,10.717834,FALSE,0,TRUE,-18.947697,,0,21.407389,3,85,-274.428,8.948016,TRUE,0,0,106.98268,0,"56,044,923",85,FALSE,85,0,,-43.626316,10.717834,FALSE,FALSE,FALSE,87.23428,"12,784",0,"363,302",,14:21.9,,,,,5,5,5,5
14:22.3,"363,303",FALSE,FALSE,10.746344,FALSE,0,TRUE,9.017613,,0,11.217269,3,85,-247.32263,8.957696,TRUE,0,0,110.467384,0,"56,045,035",85,FALSE,85,0,,-53.889896,10.746344,FALSE,FALSE,FALSE,78.45025,"12,784",0,"363,303",,14:22.9,,,,,5,5,5,5
14:23.3,"363,304",FALSE,FALSE,10.775066,FALSE,0,TRUE,37.1938,,0,0.9497244,3,85,-220.01755,8.96746,TRUE,0,0,113.981766,0,"56,045,127",85,FALSE,85,0,,-64.23032,10.775066,FALSE,FALSE,FALSE,69.59991,"12,784",0,"363,304",,14:23.9,,,,,5,5,5,5
14:24.4,"363,305",TRUE,FALSE,10.800917,FALSE,0,TRUE,65.36974,,0,-9.318618,3,85,-192.71361,8.97624,TRUE,0,0,117.4935,0,"56,045,212",85,FALSE,85,0,,-74.56868,10.800917,FALSE,FALSE,FALSE,60.748962,"12,784",0,"363,305",,14:25.0,,,,,5,5,5,5
14:25.4,"363,306",FALSE,FALSE,10.829164,FALSE,0,TRUE,94.986244,,0,-20.112167,3,85,-164.01448,8.985835,TRUE,0,0,121.18477,0,"56,045,301",85,FALSE,85,0,,-85.44127,10.829164,FALSE,TRUE,FALSE,51.44728,"12,784",0,"363,306",,14:26.0,,,,,5,5,5,5
14:26.4,"363,307",FALSE,FALSE,10.845625,FALSE,0,TRUE,106.94284,,0,-24.471243,3,85,-152.42015,8.991416,TRUE,0,0,122.6718,0,"56,045,335",85,FALSE,85,0,,-89.83058,10.845625,FALSE,FALSE,FALSE,47.689777,"12,784",0,"363,307",,14:27.0,,,,,5,5,5,5
14:27.4,"363,308",FALSE,FALSE,10.847151,FALSE,0,TRUE,107.87064,,0,-24.811068,3,85,-151.52242,8.991968,TRUE,0,0,122.80164,0,"56,045,337",85,FALSE,85,0,,-90.18007,10.847151,FALSE,FALSE,FALSE,47.39639,"12,784",0,"363,308",,14:28.0,,,,,5,5,5,5
14:28.4,"363,309",FALSE,FALSE,10.847171,FALSE,0,TRUE,107.8699,,0,-24.809885,3,85,-151.52823,8.991999,TRUE,0,0,122.7898,0,"56,045,337",85,FALSE,85,0,,-90.17227,10.847171,TRUE,FALSE,FALSE,47.398464,"12,784",0,"363,309",,14:29.0,,,,,5,5,5,5
14:29.4,"363,310",FALSE,FALSE,10.847182,FALSE,0,TRUE,107.87005,,0,-24.809885,3,85,-151.5302,8.992004,TRUE,0,0,122.78838,0,"56,045,337",85,TRUE,85,0,,-90.16931,10.847182,FALSE,FALSE,FALSE,47.399944,"12,784",0,"363,310",,14:30.0,,,,,5,5,5,5
14:30.4,"363,311",FALSE,FALSE,10.847182,FALSE,0,TRUE,107.87005,,0,-24.810032,3,85,-151.5304,8.992004,TRUE,0,0,122.78862,0,"56,045,337",85,FALSE,85,0,,-90.16921,10.847182,FALSE,FALSE,FALSE,47.400238,"12,784",0,"363,311",,14:31.0,,,,,5,5,5,5
14:31.4,"363,312",FALSE,FALSE,10.847182,FALSE,0,TRUE,107.87005,,0,-24.810032,3,85,-151.5304,8.992004,TRUE,0,0,122.78886,0,"56,045,337",85,FALSE,85,0,,-90.16921,10.847182,FALSE,FALSE,FALSE,47.400238,"12,784",0,"363,312",,14:31.8,,,,,5,5,5,5
14:32.4,"363,313",FALSE,FALSE,10.847182,FALSE,0,TRUE,107.87005,,0,-24.810032,3,85,-151.5304,8.992004,TRUE,0,0,122.789215,0,"56,045,337",85,FALSE,85,0,,-90.16931,10.847182,FALSE,FALSE,FALSE,47.400238,"12,784",0,"363,313",,14:33.0,,,,,5,5,5,5
14:33.3,"363,314",FALSE,FALSE,10.847182,FALSE,0,TRUE,107.87005,,0,-24.810032,3,85,-151.5304,8.992004,TRUE,0,0,122.78945,0,"56,045,337",85,FALSE,85,0,,-90.16941,10.847182,FALSE,FALSE,FALSE,47.400093,"12,784",0,"363,314",,14:34.0,,,,,5,5,5,5
14:34.3,"363,315",FALSE,FALSE,10.847182,FALSE,0,TRUE,107.87005,,0,-24.810032,3,85,-151.5303,8.992004,TRUE,0,0,122.78969,0,"56,045,337",85,FALSE,85,0,,-90.16951,10.847182,FALSE,FALSE,FALSE,47.400093,"12,784",0,"363,315",,14:35.0,,,,,5,5,5,5
14:35.3,"363,316",FALSE,FALSE,10.847199,FALSE,0,TRUE,107.90823,,0,-24.77495,4,85,-151.5309,8.992005,TRUE,0,0,122.78954,0,"56,045,337",85,FALSE,85,0,,-90.163414,10.847199,FALSE,FALSE,FALSE,47.36723,"12,784",0,"363,316",,14:36.0,,,,,5,5,5,5
14:36.3,"363,317",FALSE,FALSE,10.853404,FALSE,0,TRUE,112.6569,,0,-20.411913,4,85,-152.53944,8.99314,TRUE,0,0,122.26183,0,"56,045,358",85,FALSE,85,0,,-87.27209,10.853404,FALSE,FALSE,FALSE,41.17988,"12,784",0,"363,317",,14:36.9,,,,,5,5,5,5
14:37.3,"363,318",FALSE,FALSE,10.882013,FALSE,0,TRUE,130.68512,,0,-3.852175,4,85,-156.3546,8.998417,TRUE,0,0,120.23952,0,"56,045,432",85,FALSE,85,0,,-76.31863,10.882013,FALSE,FALSE,FALSE,17.744354,"12,784",0,"363,318",,14:37.9,,,,,5,5,5,5
14:38.3,"363,319",FALSE,FALSE,10.922237,FALSE,0,TRUE,154.52237,,0,18.042847,4,85,-161.39178,9.005803,TRUE,0,0,117.57858,0,"56,045,506",85,FALSE,85,0,,-61.834587,10.922237,FALSE,FALSE,FALSE,-13.24584,"12,784",0,"363,319",,14:39.0,,,,,5,5,5,5
14:39.4,"363,320",TRUE,FALSE,10.958801,FALSE,0,TRUE,174.02576,,0,35.95536,4,85,-165.51927,9.012539,TRUE,0,0,115.39802,0,"56,045,577",85,FALSE,85,0,,-49.986828,10.958801,TRUE,TRUE,FALSE,-38.60097,"12,784",0,"363,320",,14:40.0,,,,,5,5,5,5
14:40.4,"363,321",FALSE,FALSE,10.995371,FALSE,0,TRUE,197.8625,,0,57.850037,4,85,-170.55756,9.019235,TRUE,0,0,112.74854,0,"56,045,673",85,FALSE,85,0,,-35.506527,10.995371,FALSE,FALSE,FALSE,-69.58954,"12,784",0,"363,321",,14:41.0,,,,,5,5,5,5
14:41.4,"363,322",FALSE,FALSE,11.031908,FALSE,0,TRUE,217.34724,,0,75.74583,4,85,-174.6782,9.025948,TRUE,0,0,110.570114,0,"56,045,755",85,TRUE,85,0,,-23.668135,11.031908,FALSE,FALSE,FALSE,-94.92069,"12,784",0,"363,322",,14:42.0,,,,,5,5,5,5
14:42.4,"363,323",FALSE,FALSE,11.059416,FALSE,0,TRUE,233.63553,,0,90.7038,4,85,-178.12518,9.030993,TRUE,0,0,108.75369,0,"56,045,815",85,FALSE,85,0,,-13.765531,11.059416,FALSE,FALSE,FALSE,-116.10059,"12,784",0,"363,323",,14:43.0,,,,,5,5,5,5
14:43.4,"363,324",FALSE,FALSE,11.064753,FALSE,0,TRUE,236.79268,,0,93.60259,4,85,-178.79083,9.031988,TRUE,0,0,108.39568,0,"56,045,822",85,FALSE,85,0,,-11.843995,11.064753,FALSE,FALSE,FALSE,-120.206406,"12,784",0,"363,324",,14:44.0,,,,,5,5,5,5
14:44.4,"363,325",FALSE,FALSE,11.064785,FALSE,0,TRUE,236.64253,,0,93.25873,4,85,-179.09764,9.032286,TRUE,0,0,108.244865,0,"56,045,824",85,FALSE,85,0,,-11.865179,11.064785,FALSE,FALSE,FALSE,-120.14823,"12,784",0,"363,325",,14:45.0,,,,,5,5,5,5
14:45.4,"363,326",FALSE,FALSE,11.065267,FALSE,0,TRUE,235.42418,,0,90.37325,4,85,-181.72554,9.035606,TRUE,0,0,106.8936,0,"56,045,835",85,FALSE,85,0,,-12.043472,11.065267,FALSE,FALSE,FALSE,-119.65189,"12,784",0,"363,326",,14:46.0,,,,,5,5,5,5
14:46.4,"363,327",FALSE,FALSE,11.065487,FALSE,0,TRUE,233.24342,,0,84.93064,4,85,-186.74448,9.043137,TRUE,0,0,104.03819,0,"56,045,858",85,FALSE,85,0,,-12.040522,11.065487,FALSE,FALSE,FALSE,-118.32233,"12,784",0,"363,327",,14:47.0,,,,,5,5,5,5
14:47.4,"363,328",FALSE,FALSE,11.067113,FALSE,0,TRUE,231.03654,,0,79.24115,4,85,-192.10626,9.053802,TRUE,0,0,100.54281,0,"56,045,882",85,FALSE,85,0,,-11.48163,11.067113,FALSE,FALSE,FALSE,-116.4042,"12,784",0,"363,328",,14:48.0,,,,,5,5,5,5
